"Version1","Version1.4","Version2.1","Version3.1","UniProt","PANTHER"
"Sb05g003430","Sb05g003430","Sobic.005G041200","Sobic.005G041200","C5Y514","PTHR33736"
"Sb05g003730","Sb05g003730","Sobic.005G045000","Sobic.005G045000","C5Y548","PTHR12526"
"Sb05g003920","Sb05g003920","Sobic.005G047700","Sobic.005G047700","C5Y571","PTHR23155"
"Sb05g004000","Sb05g004000","Sobic.005G049000","Sobic.005G049000","C5Y586","PTHR15141"
"Sb05g004170","Sb05g004170","Sobic.005G051200","null","C5Y5K1","PTHR31190"
"Sb05g004530","Sb05g004530","Sobic.005G055300","Sobic.005G055300","C5Y5Q0","PTHR24322"
"Sb05g004560","Sb05g004560","Sobic.005G055900","Sobic.005G055900","C5Y5Q4","PTHR27000"
"Sb05g005450","Sb05g005450","Sobic.005G064600","null","C5Y686","PTHR31719"
"Sb05g006520","Sb05g006520","Sobic.005G079800","Sobic.005G079800","C5Y798","PTHR10799"
"Sb05g006880","Sb05g006880","Sobic.005G084300","Sobic.005G084300","C5Y7R1","PTHR11177"
"Sb05g006950","Sb05g006950","Sobic.005G085200","Sobic.005G085200","C5Y7S1","PTHR24414"
"Sb05g006960","Sb05g006960","Sobic.005G085600","Sobic.005G085600","C5Y7S5","PTHR24414"
"Sb05g008530","Sb05g008530","Sobic.005G098700","Sobic.005G098700","C5Y1P1","PTHR11177"
"Sb05g008550","Sb05g008550","Sobic.005G099000","Sobic.005G099000","C5Y1P4","PTHR11177"
"Sb05g008600","Sb05g008600","Sobic.005G099700","Sobic.005G099700","C5Y1Q0","PTHR14241"
"Sb05g009120","Sb05g009120","Sobic.005G102800","Sobic.005G102800","C5Y1W9","PTHR11802"
"Sb05g009350","Sb05g009350","Sobic.005G103300","Sobic.005G103300","C5Y1X4","PTHR11695"
"Sb05g009360","Sb05g009360","Sobic.005G103500","Sobic.005G103500","C5Y1X7","PTHR11695"
"Sb05g009720","Sb05g009720","Sobic.005G105300","Sobic.005G105300","C5Y1Z6","PTHR31414"
"Sb05g010020","Sb05g010020","Sobic.005G106900","Sobic.005G106900","C5Y210","PTHR12592"
"Sb05g012960","Sb05g012960","Sobic.005G111200","Sobic.005G111200","C5Y276","PTHR31066"
"Sb05g016910","Sb05g016910","Sobic.005G116900","Sobic.005G116900","C5Y2H2","PTHR31903"
"Sb05g017130","Sb05g017130","Sobic.005G117400","Sobic.005G117400","C5Y2H7","PTHR31221"
"Sb05g017970","Sb05g017970","Sobic.005G121700","Sobic.005G121700","C5Y2N5","PTHR33184"
"Sb05g017980","Sb05g017980","Sobic.005G121800","Sobic.005G121800","C5Y2N6","PTHR33184"
"Sb05g018010","Sb05g018010","Sobic.005G122300","Sobic.005G122300","C5Y2P0","PTHR33184"
"Sb05g018520","Sb05g018520","Sobic.005G124600","Sobic.005G124600","C5Y2Q6","PTHR31645"
"Sb05g019560","Sb05g019560","Sobic.005G132200","Sobic.005G132200","C5Y393","PTHR35137"
"Sb05g019790","Sb05g019790","Sobic.005G134000","Sobic.005G134000","C5Y3C4","PTHR33645"
"Sb05g019800","Sb05g019800","Sobic.005G134100","Sobic.005G134100","C5Y3C5","PTHR17130"
"Sb05g020290","Sb05g020290","Sobic.005G138500","Sobic.005G138500","C5Y3Q9","PTHR33919"
"Sb05g020340","Sb05g020340","Sobic.005G139100","Sobic.005G139075","C5Y3R4","PTHR33052"
"Sb05g020350","Sb05g020350","Sobic.005G139300","Sobic.005G139300","C5Y3R5","PTHR11895"
"Sb05g020380","Sb05g020380","Sobic.005G139700","null","C5Y3R8","PTHR11972"
"Sb05g020730","Sb05g020730","Sobic.005G142000","Sobic.005G142000","C5Y3U2","PTHR33157"
"Sb05g020740","Sb05g020740","null","Sobic.005G142101","C5Y3U3","PTHR10044"
"Sb05g020760","Sb05g020760","Sobic.005G142300","Sobic.005G142300","C5Y3U6","PTHR10044"
"Sb05g020920","Sb05g020920","Sobic.005G144300","Sobic.005G144300","C5Y3W6","PTHR12406"
"Sb05g021410","Sb05g021410","Sobic.005G149700","Sobic.005G149700","C5Y4A5","PTHR35699"
"Sb05g021460","Sb05g021460","Sobic.005G150700","Sobic.005G150700","C5Y4B8","PTHR23155"
"Sb05g022640","Sb05g022640","Sobic.005G165700","Sobic.005G165700","C5Y598",""
"Sb05g022650","Sb05g022650","Sobic.005G165800","Sobic.005G165800","C5Y599","PTHR11649"
"Sb05g022785","Sb05g022785","Sobic.005G167400","Sobic.005G167400","C5Y5B5","PTHR23155"
"Sb05g022870","Sb05g022870","Sobic.005G168400","Sobic.005G168400","C5Y5C6","PTHR31680"
"Sb05g022950","Sb05g022950","Sobic.005G169300","Sobic.005G169300","C5Y5D5","PTHR22595"
"Sb05g023000","Sb05g023000","Sobic.005G169800","null","C5Y5E0","PTHR10229"
"Sb05g023220","Sb05g023220","Sobic.005G172400","Sobic.005G172400","C5Y5G7","PTHR31906"
"Sb05g023240","Sb05g023240","Sobic.005G172900","Sobic.005G172900","C5Y5H1","PTHR11926"
"Sb05g023250","Sb05g023250","Sobic.005G173200","Sobic.005G173200","C5Y5H4","PTHR11926"
"Sb05g023520","Sb05g023520","Sobic.005G175600","Sobic.005G175600","C5Y5T0","PTHR27002"
"Sb05g023730","Sb05g023730","Sobic.005G177800","Sobic.005G177800","C5Y5V2","PTHR23042"
"Sb05g023750","Sb05g023750","Sobic.005G178100","Sobic.005G178100","C5Y5V4","PTHR24413"
"Sb05g024150","Sb05g024150","Sobic.005G183100","Sobic.005G183100","C5Y6A3","PTHR11783"
"Sb05g024280","null","Sobic.005G184400","Sobic.005G184400","C5Y6B9",""
"Sb05g024290","Sb05g024290","Sobic.005G184500","Sobic.005G184500","C5Y6C0",""
"Sb05g024310","Sb05g024310","Sobic.005G184700","Sobic.005G184700","A9XEC0",""
"Sb05g024320","Sb05g024320","Sobic.005G184800","Sobic.005G184800","A9XEC1",""
"Sb05g024480","Sb05g024480","Sobic.005G187200","Sobic.005G187200","C5Y6E4","PTHR12265"
"Sb05g024900","Sb05g024900","Sobic.005G192300","Sobic.005G192300","Q8LJZ8","PTHR23155"
"Sb05g024950","Sb05g024950","Sobic.005G192700","Sobic.005G192700","Q8L563",""
"Sb05g024980","Sb05g024980","Sobic.005G193000","Sobic.005G193000","Q8L573",""
"Sb05g025390","Sb05g025390","Sobic.005G196900","Sobic.005G196900","C5Y6Y5","PTHR21736"
"Sb05g025660","Sb05g025660","Sobic.005G200300","Sobic.005G200300","null",""
"Sb05g026175","Sb05g026175","Sobic.005G207800","Sobic.005G207800","C5Y7H6",""
"Sb05g026490","Sb05g026490","Sobic.005G212700","Sobic.005G212700","C5Y7W3","PTHR11260"
"Sb05g026820","Sb05g026820","Sobic.005G217200","Sobic.005G217200","C5Y806","PTHR10641"
"Sb05g027350","Sb05g027350","Sobic.005G224500","Sobic.005G224500","C5Y8G7","PTHR13683"
"Sb05g027420","Sb05g027420","Sobic.005G225800","null","C5Y8H5","PTHR19241"
"Sb05g027440","Sb05g027440","Sobic.005G226000","Sobic.005G226000","C5Y8H7","PTHR27002"
"Sb05g027690","Sb05g027690","Sobic.005G228900","Sobic.005G228900","C5Y8K8","PTHR32227"
"Sb05g027820","Sb05g027820","Sobic.005G230900","Sobic.005G230900","C5Y1T0","PTHR31636"
"Sb05g027870","Sb05g027870","Sobic.005G231500","Sobic.005G231500","C5Y1T5","PTHR32429"
"Sb04g000280","Sb04g000280","Sobic.004G000900","null","C5XRG6","PTHR33527"
"Sb04g000347","Sb04g000347","Sobic.004G001900","Sobic.004G001900","C5XRH4","PTHR21717"
"Sb04g000775","Sb04g000775","Sobic.004G006600","Sobic.004G006600","C5XRM0","PTHR12549"
"Sb04g001060","Sb04g001060","Sobic.004G010300","Sobic.004G010300","C5XS88","PTHR15486"
"Sb04g001310","Sb04g001310","Sobic.004G013400","Sobic.004G013400","C5XSC4","PTHR10516"
"Sb04g001360","Sb04g001360","Sobic.004G014000","Sobic.004G014000","C5XSC9","PTHR27001"
"Sb04g001570","Sb04g001570","Sobic.004G016500","Sobic.004G016500","C5XSY7","PTHR24015"
"Sb04g001590","Sb04g001590","Sobic.004G016800","Sobic.004G016800","C5XSY9","PTHR23257"
"Sb04g001610","Sb04g001610","Sobic.004G017000","null","C5XSZ1","PTHR27004"
"Sb04g001680","Sb04g001680","Sobic.004G017800","Sobic.004G017800","null",""
"Sb04g002730","Sb04g002730","Sobic.004G031600","Sobic.004G031600","C5XTW3","PTHR10026"
"Sb04g002850","Sb04g002850","Sobic.004G033000","Sobic.004G033000","C5XTX5","PTHR20961"
"Sb04g002910","Sb04g002910","Sobic.004G033800","Sobic.004G033800","C5XTY3",""
"Sb04g002920","Sb04g002920","Sobic.004G033900","Sobic.004G033900","C5XTY4","PTHR12176"
"Sb04g002930","Sb04g002930","Sobic.004G034000","Sobic.004G034000","null",""
"Sb04g002940","Sb04g002940","Sobic.004G034100","Sobic.004G034100","C5XTY5","PTHR32002"
"Sb04g003210","Sb04g003210","Sobic.004G037300","Sobic.004G037300","null",""
"Sb04g003240","Sb04g003240","Sobic.004G037800","Sobic.004G037800","C5XUJ9","PTHR31384"
"Sb04g003610","Sb04g003610","Sobic.004G041600","Sobic.004G041600","C5XUP4","PTHR24326"
"Sb04g003650","Sb04g003650","Sobic.004G042100","Sobic.004G042100","C5XUQ0","PTHR22937"
"Sb04g003670","Sb04g003670","Sobic.004G042300","Sobic.004G042300","C5XUQ3","PTHR31197"
"Sb04g003710","Sb04g003710","Sobic.004G043000","Sobic.004G043001","C5XUQ9","PTHR33065"
"Sb04g004100","Sb04g004100","Sobic.004G047900","Sobic.004G047900","C5XVD6","PTHR13780"
"Sb04g004190","Sb04g004190","Sobic.004G049100","Sobic.004G049100","C5XVE7","PTHR32212"
"Sb04g004560","Sb04g004560","Sobic.004G053700","Sobic.004G053700","C5XVJ3","PTHR11959"
"Sb04g004600","Sb04g004600","Sobic.004G054200","Sobic.004G054200","C5XW27","PTHR31371"
"Sb04g004690","Sb04g004690","Sobic.004G055200","Sobic.004G055200","null",""
"Sb04g004740","Sb04g004740","Sobic.004G056300","Sobic.004G056300","C5XW44","PTHR37179"
"Sb04g004860","Sb04g004860","Sobic.004G058000","Sobic.004G058000","C5XW57","PTHR33179"
"Sb04g005300","Sb04g005300","null","Sobic.004G063750","C5XWA4","PTHR14155"
"Sb04g005450","Sb04g005450","Sobic.004G065200","Sobic.004G065200","C5XWV1","PTHR13832"
"Sb04g005490","Sb04g005490","Sobic.003G300200","Sobic.003G300200","C5XWV5",""
"Sb04g005520","Sb04g005520","Sobic.004G065900","Sobic.004G065900","C5XWV9","PTHR31429"
"Sb04g005960","Sb04g005960","Sobic.004G071200","null","C5XX08","PTHR11926"
"Sb04g006160","Sb04g006160","Sobic.004G074500","Sobic.004G074500","null",""
"Sb04g006200","Sb04g006200","Sobic.004G075000","Sobic.004G075000","C5XXC7","PTHR33228"
"Sb04g006250","Sb04g006250","Sobic.004G075800","Sobic.004G075800","C5XXD5","PTHR11689"
"Sb04g006280","Sb04g006280","Sobic.004G076100","Sobic.004G076100","C5XXD8","PTHR27001"
"Sb04g006510","Sb04g006510","Sobic.004G078900","Sobic.004G078900","C5XXG5","PTHR13617"
"Sb04g006890","Sb04g006890","Sobic.004G083600","Sobic.004G083600","C5XXL0","PTHR11527"
"Sb04g006990","Sb04g006990","Sobic.004G084900","Sobic.004G084900","C5XXW3",""
"Sb04g007270","Sb04g007270","Sobic.004G087800","Sobic.004G087800","C5XXZ1","PTHR19241"
"Sb04g007300","Sb04g007300","Sobic.004G088200","Sobic.004G088200","C5XXZ4","PTHR11477"
"Sb04g007585","Sb04g007585","Sobic.004G092700","Sobic.004G092700","C5XY25","PTHR11527"
"Sb04g007600","Sb04g007600","Sobic.004G092800","Sobic.004G092800","C5XY27","PTHR11527"
"Sb04g008300","Sb04g008300","Sobic.004G101400","Sobic.004G101400","C5XYK3","PTHR10015"
"Sb04g008780","Sb04g008780","Sobic.004G107500","Sobic.004G107500","C5XZ04","PTHR10217"
"Sb04g008850","Sb04g008850","Sobic.004G108100","Sobic.004G108100","C5XZ12","PTHR10891"
"Sb04g008940","Sb04g008940","Sobic.004G109300","Sobic.004G109300","C5XZ24","PTHR14155"
"Sb04g008970","Sb04g008970","Sobic.004G109700","Sobic.004G109700","C5XZ27",""
"Sb04g008990","Sb04g008990","Sobic.004G109900","Sobic.004G109900","C5XZ29","PTHR14155"
"Sb04g009010","Sb04g009010","Sobic.004G110300","Sobic.004G110300","C5XZ32","PTHR14155"
"Sb04g009130","Sb04g009130","Sobic.004G111500","Sobic.004G111500","C5XZ48","PTHR23241"
"Sb04g009370","Sb04g009370","Sobic.004G114600","Sobic.004G114600","C5XZG5","PTHR34967"
"Sb04g010180","Sb04g010180","Sobic.004G122000","null","C5XZP3","PTHR31876"
"Sb04g010390","Sb04g010390","Sobic.004G124400","Sobic.004G124400","C5Y011","PTHR35550"
"Sb04g010430","Sb04g010430","Sobic.004G125100","Sobic.004G125100","C5Y015","PTHR31889"
"Sb04g010660","Sb04g010660","Sobic.004G125800","Sobic.004G125800","C5Y019","PTHR35309"
"Sb04g016540","Sb04g016540","Sobic.004G138400","null","C5Y116","PTHR31282"
"Sb04g017036","null","Sobic.004G139400","Sobic.004G139400","C5Y126","PTHR33157"
"Sb04g017390","Sb04g017390","Sobic.004G140000","Sobic.004G140000","C5Y131","PTHR11514"
"Sb04g017430","Sb04g017430","Sobic.004G141000","Sobic.004G141000","null",""
"Sb04g017460","Sb04g017460","Sobic.004G141200","Sobic.004G141200","C5Y145","PTHR24298"
"Sb04g017790","Sb04g017790","Sobic.004G142500","Sobic.004G142500","C5Y163","PTHR31174"
"Sb04g018520","Sb04g018520","Sobic.004G144500","Sobic.004G144500","C5XRP3","PTHR13683"
"Sb04g018940","Sb04g018940","Sobic.004G145200","Sobic.004G145200","C5XRP9","PTHR33199"
"Sb04g019020","Sb04g019020","Sobic.004G146000","Sobic.004G146000","C5XRQ7","PTHR11627"
"Sb04g019280","Sb04g019280","Sobic.004G146800","Sobic.004G146800","C5XRR9","PTHR23315"
"Sb04g020190","Sb04g020190","Sobic.004G152000","Sobic.004G152000","C5XSI0","PTHR23273"
"Sb04g020640","Sb04g020640","Sobic.004G155200","Sobic.004G155200","C5XSL7","PTHR33128"
"Sb04g021010","Sb04g021010","Sobic.004G157300","Sobic.004G157300","C5XSN8","PTHR22958"
"Sb04g021040","Sb04g021040","Sobic.004G157700","Sobic.004G157700","C5XT76","PTHR34119"
"Sb04g021410","Sb04g021410","Sobic.004G162400","Sobic.004G162400","C5XTC1","PTHR11638"
"Sb04g021450","Sb04g021450","Sobic.004G162900","Sobic.004G162900","C5XTC5","PTHR34460"
"Sb04g021610","Sb04g021610","Sobic.004G164500","Sobic.004G164500","C5XTE2","PTHR10634"
"Sb04g021630","Sb04g021630","Sobic.004G164800","Sobic.004G164800","null",""
"Sb04g021760","Sb04g021760","Sobic.004G166200","Sobic.004G166200","C5XTF7","PTHR34120"
"Sb04g021780","Sb04g021780","Sobic.004G166400","Sobic.004G166400","C5XTF9","PTHR33878"
"Sb04g022080","Sb04g022080","Sobic.004G169300","Sobic.004G169300","C5XU24","PTHR22849"
"Sb04g022120","Sb04g022120","Sobic.004G169900","Sobic.004G169900","C5XU29","PTHR22849"
"Sb04g022410","Sb04g022410","Sobic.004G173500","Sobic.004G173500","C5XU64","PTHR24343"
"Sb04g022672","Sb04g022672","Sobic.004G176600","Sobic.004G176600","C5XUS4","PTHR31719"
"Sb04g022760","Sb04g022760","Sobic.004G177700","Sobic.004G177700","C5XUT5","PTHR10903"
"Sb04g023020","Sb04g023020","Sobic.004G181000","Sobic.004G181000","C5XUX5","PTHR13789"
"Sb04g023060","Sb04g023060","Sobic.004G181300","Sobic.004G181300","C5XUX9",""
"Sb04g023070","Sb04g023070","Sobic.004G181400","Sobic.004G181400","C5XUY0","PTHR14155"
"Sb04g023570","Sb04g023570","Sobic.004G187300","Sobic.004G187300","C5XVL5","PTHR33779"
"Sb04g023630","Sb04g023630","Sobic.004G187800","Sobic.004G187800","C5XVM2",""
"Sb04g023790","Sb04g023790","Sobic.004G189700","Sobic.004G189700","C5XVP3","PTHR32133"
"Sb04g023900","Sb04g023900","Sobic.004G190800","Sobic.004G190800","C5XVQ4","PTHR11214"
"Sb04g023910","Sb04g023910","Sobic.004G190900","Sobic.004G190900","C5XVQ5","PTHR13068"
"Sb04g023990","Sb04g023990","Sobic.004G191700","Sobic.004G191700","C5XVR3","PTHR31744"
"Sb04g024000","Sb04g024000","Sobic.004G191800","Sobic.004G191800","C5XVR4","PTHR10641"
"Sb04g024070","Sb04g024070","Sobic.004G192800","Sobic.004G192800","C5XVS3","PTHR23222"
"Sb04g024130","Sb04g024130","Sobic.004G193400","Sobic.004G193400","C5XVT0","PTHR34940"
"Sb04g024220","Sb04g024220","Sobic.004G195000","Sobic.004G195000","null",""
"Sb04g024230","Sb04g024230","Sobic.004G195300","Sobic.004G195300","C5XWC1","PTHR22814"
"Sb04g024280","Sb04g024280","Sobic.004G195900","Sobic.004G195900","C5XWC7","PTHR31174"
"Sb04g024290","Sb04g024290","Sobic.004G196000","Sobic.004G196000","C5XWC8","PTHR31174"
"Sb04g024360","Sb04g024360","Sobic.004G196700","Sobic.004G196700","C5XWD5","PTHR22835"
"Sb04g024370","Sb04g024370","Sobic.004G196800","Sobic.004G196800","C5XWD7","PTHR10098"
"Sb04g024580","Sb04g024580","Sobic.004G199300","Sobic.004G199300","C5XWG4","PTHR28018"
"Sb04g024780","Sb04g024780","Sobic.004G201600","Sobic.004G201600","C5XWJ0","PTHR31079"
"Sb04g024870","Sb04g024870","Sobic.004G202400","Sobic.004G202400","C5XWK0","PTHR34806"
"Sb04g025000","Sb04g025000","Sobic.004G203700","Sobic.004G203700","C5XX41","PTHR10666"
"Sb04g025120","Sb04g025120","Sobic.004G205100","Sobic.004G205100","C5XX52","PTHR10836"
"Sb04g025470","Sb04g025470","Sobic.004G209100","null","C5XX87","PTHR23319"
"Sb04g025680","Sb04g025680","null","Sobic.004G211501","null",""
"Sb04g025840","Sb04g025840","Sobic.004G213000","Sobic.004G213000","C5XXC4","PTHR12663"
"Sb04g025860","Sb04g025860","Sobic.004G213100","Sobic.004G213100","Q38JE6","PTHR10612"
"Sb04g025940","Sb04g025940","Sobic.004G214100","Sobic.004G214100","C5XXM5","PTHR11132"
"Sb04g025960","Sb04g025960","Sobic.004G214300","Sobic.004G214300","C5XXM7","PTHR32467"
"Sb04g026170","Sb04g026170","Sobic.004G216500","Sobic.004G216500","C5XXQ1","PTHR33018"
"Sb04g026510","Sb04g026510","Sobic.004G220300","Sobic.004G220300","C5XXT8","PTHR10362"
"Sb04g026520","Sb04g026520","Sobic.004G220400","Sobic.004G220400","C5XXT9","PTHR10362"
"Sb04g026570","Sb04g026570","Sobic.004G220900","null","C5XXU4",""
"Sb04g026640","Sb04g026640","Sobic.004G221900","Sobic.004G221900","C5XXV0","PTHR33083"
"Sb04g027030","Sb04g027030","Sobic.004G225900","Sobic.004G225900","C5XY79","PTHR31969"
"Sb04g027370","Sb04g027370","Sobic.004G229300","Sobic.004G229300","C5XYB4","PTHR31279"
"Sb04g027390","Sb04g027390","Sobic.004G229500","Sobic.004G229500","C5XYB7","PTHR31279"
"Sb04g027600","Sb04g027600","Sobic.004G232400","Sobic.004G232400","C5XYN5","PTHR33179"
"Sb04g027660","Sb04g027660","Sobic.004G233200","Sobic.004G233200","C5XYP1","PTHR31657"
"Sb04g028190","Sb04g028190","Sobic.004G241100","Sobic.004G241100","C5XYV6","PTHR13833"
"Sb04g028370","Sb04g028370","Sobic.004G243000","Sobic.004G243000","C5XZ65","PTHR10201"
"Sb04g028380","Sb04g028380","Sobic.004G243100","Sobic.004G243100","C5XZ66","PTHR33386"
"Sb04g028520","Sb04g028520","Sobic.004G244600","Sobic.004G244600","C5XZ83","PTHR22298"
"Sb04g028560","Sb04g028560","Sobic.004G245100","Sobic.004G245100","C5XZ87","PTHR22849"
"Sb04g028710","Sb04g028710","Sobic.004G247200","Sobic.004G247200","C5XZA1","PTHR12701"
"Sb04g029030","Sb04g029030","Sobic.004G250700","Sobic.004G250700","C5XZD3","PTHR30540"
"Sb04g029050","Sb04g029050","Sobic.004G251000","Sobic.004G251000","C5XZD5","PTHR14155"
"Sb04g029070","Sb04g029070","Sobic.004G251200","Sobic.004G251200","C5XZD7","PTHR11946"
"Sb04g029480","Sb04g029480","Sobic.004G256200","Sobic.004G256200","C5XZS4","PTHR31717"
"Sb04g030110","Sb04g030110","Sobic.004G262800","Sobic.004G262800","C5XZY1","PTHR22814"
"Sb04g030130","Sb04g030130","Sobic.004G263000","Sobic.004G263000","C5XZY3","PTHR33237"
"Sb04g030135","Sb04g030135","Sobic.004G263100","Sobic.004G263100","C5XZY4","PTHR11527"
"Sb04g030540","Sb04g030540","Sobic.004G267500","Sobic.004G267500","null",""
"Sb04g030610","Sb04g030610","Sobic.004G268200","Sobic.004G268200","C5Y0C1","PTHR35490"
"Sb04g030640","Sb04g030640","Sobic.004G268500","Sobic.004G268500","null",""
"Sb04g030660","Sb04g030660","Sobic.004G268700","Sobic.004G268700","C5Y0C5","PTHR24286"
"Sb04g030910","Sb04g030910","Sobic.004G271700","Sobic.004G271700","C5Y0F1","PTHR11711"
"Sb04g031060","Sb04g031060","Sobic.004G273300","Sobic.004G273300","C5Y0G2","PTHR10666"
"Sb04g031230","Sb04g031230","Sobic.004G275200","Sobic.004G275200","null",""
"Sb04g031590","Sb04g031590","Sobic.004G279300","Sobic.004G279300","C5Y0W4","PTHR12802"
"Sb04g031630","Sb04g031630","Sobic.004G279700","Sobic.004G279700","C5Y0W7","PTHR33172"
"Sb04g031740","Sb04g031740","Sobic.004G280900","Sobic.004G280900","C5Y0X8",""
"Sb04g031770","Sb04g031770","Sobic.004G281200","Sobic.004G281200","C5Y0Y1","PTHR31636"
"Sb04g031780","Sb04g031780","Sobic.004G281300","Sobic.004G281300","null",""
"Sb04g031810","Sb04g031810","Sobic.004G281700","Sobic.004G281700","C5Y0Y5","PTHR31360"
"Sb04g031980","Sb04g031980","Sobic.004G283500","Sobic.004G283500","C5Y193","PTHR11206"
"Sb04g032280","Sb04g032280","Sobic.004G287000","Sobic.004G287000","C5Y1C2","PTHR11106"
"Sb04g032530","Sb04g032530","Sobic.004G290300","Sobic.004G290300","C5Y1F0","PTHR31425"
"Sb04g032760","Sb04g032760","Sobic.004G293700","Sobic.004G293700","C5Y1H6","PTHR12774"
"Sb04g032910","Sb04g032910","Sobic.004G295200","Sobic.004G295200","C5XRY1","PTHR31351"
"Sb04g032940","Sb04g032940","Sobic.004G295500","Sobic.004G295500","C5XRY4","PTHR31985"
"Sb04g033380","Sb04g033380","Sobic.004G300300","Sobic.004G300300","C5XS34","PTHR24326"
"Sb04g033520","Sb04g033520","Sobic.004G301800","Sobic.004G301800","C5XS49","PTHR12000"
"Sb04g033720","Sb04g033720","Sobic.004G304100","Sobic.004G304100","C5XSQ3","PTHR24322"
"Sb04g034160","Sb04g034160","Sobic.004G309300","Sobic.004G309300","C5XSV1","PTHR32439"
"Sb04g034170","Sb04g034170","Sobic.004G309400","Sobic.004G309400","C5XSV2","PTHR33415"
"Sb04g034470","Sb04g034470","Sobic.004G312500","Sobic.004G312500","C5XTG6","PTHR19370"
"Sb04g034630","Sb04g034630","Sobic.004G314400","Sobic.004G314400","C5XTI4","PTHR31964"
"Sb04g035130","Sb04g035130","Sobic.004G321000","Sobic.004G321000","C5XTP4","PTHR11527"
"Sb04g035550","Sb04g035550","Sobic.004G325700","Sobic.004G325700","C5XUC3","PTHR31913"
"Sb04g035560","Sb04g035560","Sobic.004G325900","Sobic.004G325900","C5XUC4","PTHR10788"
"Sb04g035630","Sb04g035630","Sobic.004G326900","Sobic.004G326900","C5XUD2","PTHR10366"
"Sb04g035710","Sb04g035710","Sobic.004G327800","Sobic.004G327800","C5XUE1","PTHR10281"
"Sb04g036060","Sb04g036060","Sobic.004G331700","Sobic.004G331700","null",""
"Sb04g036070","Sb04g036070","Sobic.004G331800","Sobic.004G331800","C5XUH9","PTHR33670"
"Sb04g036120","Sb04g036120","Sobic.004G332500","Sobic.004G332500","C5XV17","PTHR22763"
"Sb04g036170","Sb04g036170","Sobic.004G333300","Sobic.004G333300","C5XV22","PTHR33132"
"Sb04g036210","Sb04g036210","Sobic.004G333700","Sobic.004G333700","C5XV26","PTHR23056"
"Sb04g036230","Sb04g036230","Sobic.004G333900","Sobic.004G333900","C5XV28","PTHR31998"
"Sb04g036250","Sb04g036250","Sobic.004G334100","Sobic.004G334100","C5XV30","PTHR35834"
"Sb04g036280","Sb04g036280","Sobic.004G334400","Sobic.004G334400","C5XV33","PTHR22951"
"Sb04g036430","Sb04g036430","Sobic.004G336500","Sobic.004G336500","C5XV50","PTHR31734"
"Sb04g036600","Sb04g036600","Sobic.004G338200","Sobic.004G338200","C5XV70","PTHR27005"
"Sb04g036630","Sb04g036630","Sobic.004G338500","Sobic.004G338500","C5XV72","PTHR10694"
"Sb04g036860","Sb04g036860","Sobic.004G341100","null","C5XV96","PTHR32278"
"Sb04g037215","Sb04g037215","Sobic.004G345100","Sobic.004G345100","C5XVW5","PTHR21717"
"Sb04g037330","Sb04g037330","Sobic.004G346400","Sobic.004G346400","C5XVX5",""
"Sb04g037650","Sb04g037650","Sobic.004G349800","Sobic.004G349800","C5XW07","PTHR34797"
"Sb04g038090","Sb04g038090","Sobic.004G354200","Sobic.004G354200","C5XWN5","PTHR23032"
"Sb04g038110","Sb04g038110","Sobic.004G354400","Sobic.004G354400","C5XWN7","PTHR37391"
"Sb04g038130","Sb04g038130","Sobic.004G354600","null","C5XWN9","PTHR37391"
"Sb04g038420","Sb04g038420","Sobic.004G357700","Sobic.004G357700","C5XWS2","PTHR22891"
"Sb04g038610","Sb04g038610","Sobic.004G359300","Sobic.004G359300","C5XWU1","PTHR31235"
"Sb03g000240","Sb03g000240","Sobic.003G000600","Sobic.003G000600","C5XJG7","PTHR31429"
"Sb03g001170","Sb03g001170","Sobic.003G011400","Sobic.003G011400","C5XKA6","PTHR31459"
"Sb03g001300","Sb03g001300","Sobic.003G012900","Sobic.003G012900","C5XKC1","PTHR27002"
"Sb03g001350","Sb03g001350","Sobic.003G013600","Sobic.003G013600","C5XKC7",""
"Sb03g001740","Sb03g001740","Sobic.003G017700","Sobic.003G017700","C5XKH1","PTHR11019"
"Sb03g002060","Sb03g002060","Sobic.003G021900","Sobic.003G021900","C5XL37","PTHR24286"
"Sb03g002150","Sb03g002150","Sobic.003G022700","Sobic.003G022700","C5XL46","PTHR10209"
"Sb03g002220","Sb03g002220","Sobic.003G023400","Sobic.003G023400","null",""
"Sb03g002760","Sb03g002760","Sobic.003G029400","Sobic.003G029400","C5XLU3","PTHR33265"
"Sb03g002935","Sb03g002935","Sobic.003G031500","Sobic.003G031500","C5XLW1","PTHR37265"
"Sb03g002980","Sb03g002980","Sobic.003G032000","Sobic.003G032000","C5XLW7","PTHR24198"
"Sb03g003110","Sb03g003110","Sobic.003G034400","Sobic.003G034400","C5XLY7","PTHR14493"
"Sb03g003190","Sb03g003190","Sobic.003G035500","Sobic.003G035500","C5XLZ5","PTHR19443"
"Sb03g003220","Sb03g003220","Sobic.003G036000","Sobic.003G036000","C5XLZ9","PTHR23406"
"Sb03g003375","Sb03g003375","Sobic.003G037600","Sobic.003G037600","C5XM17","PTHR22966"
"Sb03g003760","Sb03g003760","Sobic.003G042900","Sobic.003G042900","C5XMP8","PTHR11926"
"Sb03g003870","Sb03g003870","Sobic.003G044100","Sobic.003G044100","null",""
"Sb03g003880","Sb03g003880","Sobic.003G044200","Sobic.003G044200","null","PTHR10774"
