"Version1","Version1.4","Version2.1","Version3.1","UniProt","PANTHER"
"Sb03g001050","Sb03g001050","Sobic.003G010000","null","C5XK90","PTHR24298"
"Sb03g001085","Sb03g001085","Sobic.003G010400","Sobic.003G010400","C5XK94","PTHR24073"
"Sb03g001140","Sb03g001140","Sobic.003G011100","Sobic.003G011100","null",""
"Sb03g001360","Sb03g001360","Sobic.003G013700","Sobic.003G013700","C5XKC8","PTHR12317"
"Sb03g001370","Sb03g001370","Sobic.003G013800","Sobic.003G013800","C5XKC9",""
"Sb03g001410","Sb03g001410","Sobic.003G014200","Sobic.003G014200","C5XKD3","PTHR24056"
"Sb03g001550","Sb03g001550","Sobic.003G015600","Sobic.003G015600","null",""
"Sb03g001590","Sb03g001590","Sobic.003G016100","Sobic.003G016100","C5XKF2",""
"Sb03g001620","Sb03g001620","Sobic.003G016300","null","C5XKF5","PTHR23137"
"Sb03g001640","Sb03g001640","Sobic.003G016500","Sobic.003G016500","C5XKF7","PTHR13793"
"Sb03g001670","Sb03g001670","Sobic.003G016800","Sobic.003G016800","C5XKG0","PTHR22835"
"Sb03g001800","Sb03g001800","Sobic.003G020600","Sobic.003G020600","null",""
"Sb03g001850","Sb03g001850","Sobic.003G019900","Sobic.003G019900","C5XL15","PTHR22835"
"Sb03g001870","Sb03g001870","Sobic.003G019700","Sobic.003G019700","C5XL17","PTHR22835"
"Sb03g001875","null","Sobic.003G019400","Sobic.003G019400","C5XL18","PTHR34359"
"Sb03g001940","Sb03g001940","Sobic.003G018700","Sobic.003G018700","C5XL25","PTHR31072"
"Sb03g001990","Sb03g001990","Sobic.003G018000","Sobic.003G018000","C5XL31","PTHR33388"
"Sb03g002120","Sb03g002120","Sobic.003G022500","Sobic.003G022500","C5XL42",""
"Sb03g002130","Sb03g002130","Sobic.003G022600","Sobic.003G022600","C5XL43","PTHR11785"
"Sb03g002270","Sb03g002270","Sobic.003G023800","Sobic.003G023800","C5XL56","PTHR31104"
"Sb03g002370","Sb03g002370","Sobic.003G024700","Sobic.003G024700","C5XL66","PTHR31388"
"Sb03g002410","Sb03g002410","Sobic.003G025100","Sobic.003G025100","C5XL70","PTHR12772"
"Sb03g002570","Sb03g002570","Sobic.003G027400","Sobic.003G027400","C5XL90","PTHR33402"
"Sb03g002590","Sb03g002590","Sobic.003G027600","Sobic.003G027600","C5XL92","PTHR19297"
"Sb03g002650","Sb03g002650","Sobic.003G028200","Sobic.003G028200","C5XLT2","PTHR15853"
"Sb03g002800","Sb03g002800","Sobic.003G029800","Sobic.003G029800","C5XLU8","PTHR23079"
"Sb03g002880","Sb03g002880","Sobic.003G030700","Sobic.003G030700","C5XLV5","PTHR10151"
"Sb03g002930","Sb03g002930","Sobic.003G031400","Sobic.003G031400","C5XLW0","PTHR31234"
"Sb03g002950","Sb03g002950","Sobic.003G031700","Sobic.003G031700","C5XLW4","PTHR27001"
"Sb03g002990","Sb03g002990","Sobic.003G032200","Sobic.003G032200","C5XLW9","PTHR32295"
"Sb03g003030","Sb03g003030","Sobic.003G033300","Sobic.003G033300","C5XLX7","PTHR33673"
"Sb03g003050","Sb03g003050","Sobic.003G033500","Sobic.003G033500","C5XLX9","PTHR31992"
"Sb03g003080","Sb03g003080","Sobic.003G034000","Sobic.003G034000","C5XLY4","PTHR11034"
"Sb03g003130","Sb03g003130","Sobic.003G034600","Sobic.003G034600","C5XLY9","PTHR24350"
"Sb03g003180","Sb03g003180","Sobic.003G035400","Sobic.003G035400","C5XLZ4","PTHR32295"
"Sb03g003200","Sb03g003200","Sobic.003G035700","Sobic.003G035700","C5XLZ6","PTHR31734"
"Sb03g003370","Sb03g003370","Sobic.003G037500","Sobic.003G037500","C5XM16","PTHR31429"
"Sb03g003580","Sb03g003580","Sobic.003G040100","Sobic.003G040100","C5XMM2","PTHR13793"
"Sb03g003600","Sb03g003600","Sobic.003G040400","Sobic.003G040400","C5XMM6","PTHR24296"
"Sb03g003610","Sb03g003610","Sobic.003G040500","Sobic.003G040500","C5XMM7","PTHR10252"
"Sb03g003700","Sb03g003700","Sobic.003G041700","Sobic.003G041700","C5XMN9","PTHR11361"
"Sb03g003720","Sb03g003720","Sobic.003G041900","null","C5XMP1","PTHR33059"
"Sb03g003900","Sb03g003900","Sobic.003G044400","Sobic.003G044400","C5XMR4","PTHR11021"
"Sb03g004000","Sb03g004000","Sobic.003G045600","Sobic.003G045600","null",""
"Sb03g004020","Sb03g004020","Sobic.003G045900","Sobic.003G045900","C5XMS7","PTHR10209"
"Sb03g004120","Sb03g004120","Sobic.003G047300","Sobic.003G047300","C5XMT8","PTHR32370"
"Sb03g004270","Sb03g004270","Sobic.003G049200","Sobic.003G049200","C5XND6","PTHR19370"
"Sb03g004330","Sb03g004330","Sobic.003G049700","Sobic.003G049700","C5XNE2","PTHR10374"
"Sb03g004360","Sb03g004360","Sobic.003G050100","Sobic.003G050100","C5XNE5","PTHR31375"
"Sb03g004370","Sb03g004370","Sobic.003G050200","Sobic.003G050200","C5XNE6","PTHR31718"
"Sb03g004520","Sb03g004520","Sobic.003G052100","null","C5XNG1","PTHR27000"
"Sb03g004570","Sb03g004570","Sobic.003G052700","Sobic.003G052700","C5XNG6","PTHR11751"
"Sb03g004740","Sb03g004740","Sobic.003G055400","Sobic.003G055400","C5XNI5",""
"Sb03g004760","Sb03g004760","Sobic.003G055600","Sobic.003G055600","C5XNI6","PTHR13489"
"Sb03g004770","Sb03g004770","Sobic.003G055700","Sobic.003G055700","null",""
"Sb03g004820","Sb03g004820","Sobic.003G056400","Sobic.003G056400","C5XNJ2","PTHR33127"
"Sb03g005030","Sb03g005030","Sobic.003G058700","Sobic.003G058700","null",""
"Sb03g005330","Sb03g005330","Sobic.003G062500","Sobic.003G062500","null",""
"Sb03g005360","Sb03g005360","Sobic.003G062800","Sobic.003G062800","C5XP86","PTHR11802"
"Sb03g005400","Sb03g005400","Sobic.003G063300","Sobic.003G063300","C5XP90","PTHR12763"
"Sb03g005490","Sb03g005490","Sobic.003G064300","null","C5XP99",""
"Sb03g005570","Sb03g005570","Sobic.003G065400","Sobic.003G065400","C5XPA8","PTHR23024"
"Sb03g005590","Sb03g005590","Sobic.003G065600","null","C5XPB0","PTHR23024"
"Sb03g005720","Sb03g005720","Sobic.003G067300","Sobic.003G067300","C5XPC6","PTHR23428"
"Sb03g005980","Sb03g005980","Sobic.003G070600","Sobic.003G070600","C5XPZ4","PTHR24320"
"Sb03g006000","Sb03g006000","Sobic.003G070800","Sobic.003G070800","C5XPZ6","PTHR11686"
"Sb03g006140","Sb03g006140","Sobic.003G072400","Sobic.003G072400","C5XQ08","PTHR23054"
"Sb03g006230","Sb03g006230","Sobic.003G073900","Sobic.003G073900","C5XQ20",""
"Sb03g006300","Sb03g006300","Sobic.003G074600","Sobic.003G074600","C5XQ27","PTHR11440"
"Sb03g006630","Sb03g006630","Sobic.003G078400","Sobic.003G078400","C5XQP2","PTHR13683"
"Sb03g006660","Sb03g006660","Sobic.003G078900","Sobic.003G078900","C5XQP5","PTHR10994"
"Sb03g006670","Sb03g006670","Sobic.003G079100","null","C5XQP6","PTHR13794"
"Sb03g006860","Sb03g006860","Sobic.003G081800","Sobic.003G081800","C5XQR8","PTHR34542"
"Sb03g006910","Sb03g006910","Sobic.003G082300","Sobic.003G082300","C5XQS3","PTHR11527"
"Sb03g006950","Sb03g006950","Sobic.003G082700","Sobic.003G082700","C5XQS8","PTHR31490"
"Sb03g006960","Sb03g006960","Sobic.003G082800","Sobic.003G082800","C5XQS9","PTHR31642"
"Sb03g006970","Sb03g006970","Sobic.003G082900","Sobic.003G082900","C5XQT0","PTHR31642"
"Sb03g006980","Sb03g006980","Sobic.003G083000","Sobic.003G083000","C5XQT1","PTHR31490"
"Sb03g007030","Sb03g007030","Sobic.003G083500","Sobic.003G083500","C5XQT6","PTHR27008"
"Sb03g007040","Sb03g007040","Sobic.003G083600","Sobic.003G083600","C5XQT7","PTHR31042"
"Sb03g007050","Sb03g007050","Sobic.003G083700","Sobic.003G083700","C5XQT8","PTHR31042"
"Sb03g007060","Sb03g007060","Sobic.003G083800","Sobic.003G083800","C5XQT9","PTHR31042"
"Sb03g007090","Sb03g007090","Sobic.003G084100","Sobic.003G084100","C5XQU0",""
"Sb03g007190","Sb03g007190","Sobic.003G085500","Sobic.003G085500","C5XQV3","PTHR12804"
"Sb03g007230","Sb03g007230","Sobic.003G085900","Sobic.003G085900","C5XQV7","PTHR22762"
"Sb03g007240","Sb03g007240","Sobic.003G086200","Sobic.003G086200","C5XQV9","PTHR33669"
"Sb03g007260","Sb03g007260","Sobic.003G086500","Sobic.003G086500","C5XQW0",""
"Sb03g007360","Sb03g007360","Sobic.003G087600","Sobic.003G087600","C5XQX0","PTHR10641"
"Sb03g007380","Sb03g007380","Sobic.003G087900","Sobic.003G087900","null",""
"Sb03g007520","Sb03g007520","Sobic.003G089300","Sobic.003G089300","C5XE33","PTHR22814"
"Sb03g007700","Sb03g007700","Sobic.003G092200","Sobic.003G092200","C5XE66","PTHR23428"
"Sb03g007940","Sb03g007940","Sobic.003G095000","Sobic.003G095000","C5XE88","PTHR11926"
"Sb03g007950","Sb03g007950","Sobic.003G095100","Sobic.003G095100","C5XE89","PTHR20961"
"Sb03g008000","Sb03g008000","Sobic.003G095500","Sobic.003G095500","C5XE96","PTHR20961"
"Sb03g008010","Sb03g008010","Sobic.003G095600","Sobic.003G095600","C5XE97","PTHR20961"
"Sb03g008020","Sb03g008020","Sobic.003G095700","Sobic.003G095700","C5XE98","PTHR20961"
"Sb03g008230","Sb03g008230","Sobic.003G098300","Sobic.003G098300","C5XEV1","PTHR37702"
"Sb03g008250","Sb03g008250","Sobic.003G098600","Sobic.003G098600","C5XEV3",""
"Sb03g008350","Sb03g008350","Sobic.003G100000","Sobic.003G100000","null",""
"Sb03g008360","Sb03g008360","Sobic.003G100200","Sobic.003G100200","C5XEW5","PTHR27000"
"Sb03g008380","Sb03g008380","Sobic.003G100400","Sobic.003G100400","C5XEW7","PTHR27000"
"Sb03g008410","Sb03g008410","Sobic.003G100600","Sobic.003G100600","C5XEX3","PTHR30523"
"Sb03g008570","Sb03g008570","Sobic.003G102300","Sobic.003G102300","C5XEZ1","PTHR13935"
"Sb03g008630","Sb03g008630","Sobic.003G103000","Sobic.003G103000","C5XEZ8","PTHR23257"
"Sb03g008720","Sb03g008720","Sobic.003G104200","Sobic.003G104200","C5XF05","PTHR10809"
"Sb03g008810","Sb03g008810","Sobic.003G105000","Sobic.003G105000","C5XF15","PTHR10584"
"Sb03g008850","Sb03g008850","Sobic.003G105500","Sobic.003G105500","C5XF20","PTHR31642"
"Sb03g008930","Sb03g008930","Sobic.003G106300","Sobic.003G106300","C5XF27","PTHR14207"
"Sb03g009080","Sb03g009080","Sobic.003G108000","Sobic.003G108000","C5XFM0","PTHR33128"
"Sb03g009270","Sb03g009270","Sobic.003G110200","Sobic.003G110200","C5XFP2","PTHR11695"
"Sb03g009350","Sb03g009350","Sobic.003G111100","Sobic.003G111100","null",""
"Sb03g009370","Sb03g009370","Sobic.003G111300","Sobic.003G111300","C5XFQ3","PTHR33832"
"Sb03g009410","Sb03g009410","Sobic.003G111900","Sobic.003G111900","C5XFQ7","PTHR11709"
"Sb03g009420","Sb03g009420","Sobic.003G112100","Sobic.003G112100","C5XFQ8","PTHR31867"
"Sb03g009430","Sb03g009430","Sobic.003G112200","Sobic.003G112200","C5XFQ9","PTHR31238"
"Sb03g009560","Sb03g009560","Sobic.003G113500","Sobic.003G113500","C5XFS2",""
"Sb03g009570","Sb03g009570","Sobic.003G113700","Sobic.003G113700","C5XFS3",""
"Sb03g009710","Sb03g009710","Sobic.003G115200","Sobic.003G115200","C5XFT6","PTHR31769"
"Sb03g009800","Sb03g009800","Sobic.003G116400","Sobic.003G116400","C5XFU6","PTHR11999"
"Sb03g009900","Sb03g009900","Sobic.003G117500","Sobic.003G117500","C5XFV5","PTHR33136"
"Sb03g009950","Sb03g009950","Sobic.003G118100","Sobic.003G118100","C5XGE1","PTHR22983"
"Sb03g010010","Sb03g010010","Sobic.003G118600","Sobic.003G118600","C5XGE7","PTHR32212"
"Sb03g010055","Sb03g010055","Sobic.003G119200","Sobic.003G119200","C5XGF2","PTHR24115"
"Sb03g010100","Sb03g010100","Sobic.003G119500","Sobic.003G119500","C5XGF7","PTHR35290"
"Sb03g010180","Sb03g010180","Sobic.003G120500","Sobic.003G120500","C5XGG7","PTHR31898"
"Sb03g010190","Sb03g010190","Sobic.003G120600","Sobic.003G120600","C5XGG8","PTHR31898"
"Sb03g010240","Sb03g010240","Sobic.003G121000","Sobic.003G121000","C5XGH2","PTHR31388"
"Sb03g010250","Sb03g010250","Sobic.003G121100","Sobic.003G121100","C5XGH3","PTHR31388"
"Sb03g010350","Sb03g010350","Sobic.003G122200","Sobic.003G122200","C5XGI3","PTHR11711"
"Sb03g010490","null","Sobic.003G123900","Sobic.003G123900","C5XGJ5",""
"Sb03g010620","Sb03g010620","Sobic.003G125800","Sobic.003G125701","C5XGK9","PTHR23504"
"Sb03g010740","Sb03g010740","Sobic.003G127100","null","C5XGM1","PTHR31235"
"Sb03g010800","Sb03g010800","Sobic.003G127600","Sobic.003G127600","C5XGM7","PTHR24067"
"Sb03g010910","Sb03g010910","Sobic.003G128700","Sobic.003G128700","C5XH70","PTHR23023"
"Sb03g010930","Sb03g010930","Sobic.003G128800","Sobic.003G128800","C5XH72","PTHR31867"
"Sb03g010960","Sb03g010960","Sobic.003G128900","Sobic.003G128900","C5XH76","PTHR10641"
"Sb03g011040","Sb03g011040","Sobic.003G129800","Sobic.003G129800","C5XH84","PTHR32001"
"Sb03g011300","Sb03g011300","Sobic.003G132500","Sobic.003G132500","C5XHB2","PTHR10795"
"Sb03g011420","Sb03g011420","Sobic.003G134300","Sobic.003G134300","C5XHD0","PTHR31482"
"Sb03g011440","Sb03g011440","Sobic.003G134500","Sobic.003G134500","C5XHD2","PTHR10177"
"Sb03g011450","Sb03g011450","Sobic.003G134600","Sobic.003G134600","C5XHD3","PTHR33095"
"Sb03g011470","Sb03g011470","Sobic.003G134900","Sobic.003G134900","C5XHD8","PTHR33021"
"Sb03g011510","Sb03g011510","Sobic.003G135400","Sobic.003G135400","null",""
"Sb03g011590","Sb03g011590","Sobic.003G136200","Sobic.003G136200","C5XHF1","PTHR31238"
"Sb03g011620","Sb03g011620","Sobic.003G136500","Sobic.003G136500","C5XHY4","PTHR31865"
"Sb03g011640","Sb03g011640","Sobic.003G136600","Sobic.003G136600","C5XHY7","PTHR10641"
"Sb03g011680","Sb03g011680","Sobic.003G137200","Sobic.003G137200","C5XHZ1","PTHR31734"
"Sb03g011700","Sb03g011700","Sobic.003G137400","Sobic.003G137400","null",""
"Sb03g011710","Sb03g011710","Sobic.003G137600","Sobic.003G137600","C5XHZ4","PTHR22595"
"Sb03g011720","Sb03g011720","Sobic.003G137700","Sobic.003G137700","C5XHZ5","PTHR33181"
"Sb03g011900","Sb03g011900","Sobic.003G139700","Sobic.003G139700","C5XI16",""
"Sb03g011980","Sb03g011980","Sobic.003G140600","Sobic.003G140600","C5XI23","PTHR31235"
"Sb03g011990","Sb03g011990","Sobic.003G140700","Sobic.003G140700","C5XI24","PTHR31235"
"Sb03g012280","Sb03g012280","Sobic.003G141800","Sobic.003G141800","C5XI35","PTHR31375"
"Sb03g012290","Sb03g012290","Sobic.003G142100","Sobic.003G142100","C5XI38","PTHR30620"
"Sb03g012300","Sb03g012300","Sobic.003G142200","Sobic.003G142200","C5XI39","PTHR31218"
"Sb03g012440","Sb03g012440","Sobic.003G143900","Sobic.003G143900","C5XI56","PTHR23244"
"Sb03g012550","Sb03g012550","Sobic.003G145100","null","C5XI71","PTHR10641"
"Sb03g012640","Sb03g012640","Sobic.003G146400","Sobic.003G146400","C5XIR3","PTHR35487"
"Sb03g012700","Sb03g012700","Sobic.003G146800","Sobic.003G146800","C5XIR9","PTHR20941"
"Sb03g012830","Sb03g012830","Sobic.003G148400","Sobic.003G148400","C5XIT6","PTHR31707"
"Sb03g012840","Sb03g012840","Sobic.003G148500","Sobic.003G148500","C5XIT7","PTHR22298"
"Sb03g012930","Sb03g012930","Sobic.003G149000","Sobic.003G149000","C5XIV1","PTHR10791"
"Sb03g012990","Sb03g012990","Sobic.003G149600","Sobic.003G149600","C5XIV6","PTHR10961"
"Sb03g013190","Sb03g013190","Sobic.003G151900","Sobic.003G151900","C5XIX9","PTHR31235"
"Sb03g013200","Sb03g013200","Sobic.003G152000","Sobic.003G152000","C5XIY0","PTHR31235"
"Sb03g013220","Sb03g013220","Sobic.003G152200","Sobic.003G152200","C5XIY2","PTHR31235"
"Sb03g013230","Sb03g013230","Sobic.003G152300","Sobic.003G152300","C5XIY3",""
"Sb03g013310","Sb03g013310","Sobic.003G153100","Sobic.003G153100","C5XIZ1","PTHR31375"
"Sb03g013350","Sb03g013350","Sobic.003G153400","Sobic.003G153400","C5XJQ5","PTHR22835"
"Sb03g013400","Sb03g013400","Sobic.003G153600","Sobic.003G153600","C5XJR3","PTHR22835"
"Sb03g013460","Sb03g013460","Sobic.003G154200","null","C5XJR9","PTHR11802"
"Sb03g013720","Sb03g013720","Sobic.003G157400","Sobic.003G157400","C5XJU9",""
"Sb03g013740","Sb03g013740","Sobic.003G157600","Sobic.003G157600","C5XJV4",""
"Sb03g013750","Sb03g013750","Sobic.003G157700","Sobic.003G157700","C5XJV5",""
"Sb03g013910","Sb03g013910","Sobic.003G159700","Sobic.003G159700","C5XJX5","PTHR24115"
"Sb03g017150","Sb03g017150","Sobic.003G167900","Sobic.003G167900","null",""
"Sb03g017580","Sb03g017580","Sobic.003G168700","Sobic.003G168700","C5XL99","PTHR19271"
"Sb03g017630","Sb03g017630","Sobic.003G169400","Sobic.003G169400","C5XLA4","PTHR19376"
"Sb03g022070","Sb03g022070","Sobic.003G175000","Sobic.003G175000","C5XM30","PTHR11972"
"Sb03g022990","Sb03g022990","Sobic.003G178500","Sobic.003G178500","C5XM80","PTHR31561"
"Sb03g023131","Sb03g023131","Sobic.003G178700","Sobic.003G178700","C5XM86","PTHR31561"
"Sb03g023480","Sb03g023480","Sobic.003G179500","Sobic.003G179500","C5XM96","PTHR13108"
"Sb03g023490","Sb03g023490","Sobic.003G179600","Sobic.003G179600","C5XM97","PTHR12741"
"Sb03g024020","Sb03g024020","Sobic.003G182200","Sobic.003G182200","C5XMV9","PTHR10209"
"Sb03g024460","Sb03g024460","Sobic.003G183300","Sobic.003G183300","C5XMX0","PTHR31388"
"Sb03g024490","Sb03g024490","Sobic.003G183700","Sobic.003G183700","C5XMX5","PTHR11630"
"Sb03g024500","Sb03g024500","Sobic.003G183800","Sobic.003G183800","C5XMX8","PTHR10641"
"Sb03g024580","Sb03g024580","Sobic.003G184300","Sobic.003G184300","C5XMY6","PTHR24015"
"Sb03g024870","Sb03g024870","Sobic.003G185300","Sobic.003G185300","C5XMZ9","PTHR11886"
"Sb03g025440","Sb03g025440","Sobic.003G190100","Sobic.003G190100","C5XNM6","PTHR12000"
"Sb03g025540","Sb03g025540","Sobic.003G191500","Sobic.003G191500","C5XNN9","PTHR13509"
"Sb03g025630","Sb03g025630","Sobic.003G192600","Sobic.003G192600","C5XNP8","PTHR27009"
"Sb03g025650","Sb03g025650","Sobic.003G193000","Sobic.003G193000","C5XNQ4","PTHR27004"
"Sb03g025750","Sb03g025750","Sobic.003G194200","Sobic.003G194200","C5XNR8",""
"Sb03g025860","Sb03g025860","Sobic.003G195600","Sobic.003G195600","C5XNS9","PTHR12565"
"Sb03g025990","Sb03g025990","Sobic.003G197100","Sobic.003G197100","C5XNU0","PTHR23421"
"Sb03g026090","Sb03g026090","Sobic.003G198400","Sobic.003G198400","C5XNV5",""
"Sb03g026170","Sb03g026170","Sobic.003G199400","Sobic.003G199400","C5XPE6","PTHR31221"
"Sb03g026310","Sb03g026310","Sobic.003G201000","Sobic.003G201000","C5XPG3","PTHR14773"
"Sb03g026330","Sb03g026330","Sobic.003G201200","Sobic.003G201200","C5XPG5","PTHR11527"
"Sb03g026340","Sb03g026340","Sobic.003G201400","Sobic.003G201400","C5XPG7","PTHR11527"
"Sb03g026730","Sb03g026730","Sobic.003G205600","Sobic.003G205600","C5XPK9","PTHR32093"
"Sb03g027180","Sb03g027180","Sobic.003G212100","Sobic.003G212100","C5XQA8","PTHR30603"
"Sb03g027230","Sb03g027230","Sobic.003G212600","Sobic.003G212600","C5XQB3","PTHR24067"
"Sb03g027243","Sb03g027243","Sobic.003G212800","Sobic.003G212800","C5XQB5","PTHR24115"
"Sb03g027370","Sb03g027370","Sobic.003G214400","Sobic.003G214400","C5XQD0","PTHR11785"
"Sb03g027400","Sb03g027400","Sobic.003G214900","Sobic.003G214900","C5XQD5","PTHR27008"
"Sb03g027420","Sb03g027420","Sobic.003G215200","Sobic.003G215200","C5XQD8","PTHR31621"
"Sb03g027430","Sb03g027430","Sobic.003G215300","null","C5XQD9","PTHR19241"
"Sb03g027550","Sb03g027550","Sobic.003G216600","Sobic.003G216600","null",""
"Sb03g027590","Sb03g027590","Sobic.003G217000","Sobic.003G217000","C5XQY5","PTHR34397"
"Sb03g027640","Sb03g027640","Sobic.003G217500","Sobic.003G217500","C5XQZ0","PTHR13723"
"Sb03g027790","Sb03g027790","Sobic.003G219100","null","C5XR05","PTHR34784"
"Sb03g027870","Sb03g027870","Sobic.003G220000","Sobic.003G220000","C5XR13","PTHR19241"
"Sb03g027890","Sb03g027890","Sobic.003G220500","Sobic.003G220500","C5XR15","PTHR22904"
"Sb03g028130","Sb03g028130","Sobic.003G223000","Sobic.003G223000","C5XR38","PTHR24015"
"Sb03g028170","Sb03g028170","Sobic.003G223400","Sobic.003G223400","C5XR42","PTHR10641"
"Sb03g028270","Sb03g028270","Sobic.003G224400","Sobic.003G224400","C5XR52",""
"Sb03g028460","Sb03g028460","Sobic.003G226700","Sobic.003G226700","C5XEC6","PTHR24115"
"Sb03g028690","Sb03g028690","Sobic.003G228900","Sobic.003G228900","C5XEF3","PTHR24282"
"Sb03g028780","Sb03g028780","Sobic.003G229700","Sobic.003G229700","C5XEG2","PTHR15486"
"Sb03g028790","Sb03g028790","Sobic.003G229800","Sobic.003G229800","C5XEG3","PTHR32227"
"Sb03g028940","Sb03g028940","Sobic.003G231600","Sobic.003G231600","C5XEH8","PTHR11911"
"Sb03g028960","Sb03g028960","Sobic.003G231800","Sobic.003G231800","C5XEI0",""
"Sb03g029020","Sb03g029020","Sobic.003G232400","Sobic.003G232400","C5XEI5","PTHR10992"
"Sb03g029080","Sb03g029080","Sobic.003G233100","Sobic.003G233100","C5XEJ2","PTHR11926"
"Sb03g029100","Sb03g029100","Sobic.003G233200","Sobic.003G233200","C5XEJ4","PTHR10366"
"Sb03g029250","Sb03g029250","Sobic.003G235100","Sobic.003G235100","C5XEK7","PTHR11845"
"Sb03g029260","Sb03g029260","Sobic.003G235200","Sobic.003G235200","C5XF38","PTHR30603"
"Sb03g029270","Sb03g029270","Sobic.003G235300","Sobic.003G235300","C5XF39","PTHR23070"
"Sb03g029320","Sb03g029320","Sobic.003G235800","Sobic.003G235800","C5XF44","PTHR31752"
"Sb03g029330","Sb03g029330","Sobic.003G235900","Sobic.003G235900","C5XF45","PTHR24326"
"Sb03g029400","Sb03g029400","Sobic.003G236600","Sobic.003G236600","C5XF53",""
"Sb03g029440","Sb03g029440","Sobic.003G236900","null","C5XF57",""
"Sb03g029580","Sb03g029580","Sobic.003G238600","Sobic.003G238600","C5XF71","PTHR22835"
"Sb03g029690","Sb03g029690","Sobic.003G239600","Sobic.003G239600","C5XF84","PTHR31342"
"Sb03g029700","Sb03g029700","Sobic.003G239700","null","C5XF85","PTHR32285"
"Sb03g029940","Sb03g029940","Sobic.003G243000","Sobic.003G243000","C5XFA8","PTHR34380"
"Sb03g029950","Sb03g029950","Sobic.003G243100","Sobic.003G243100","C5XFA9","PTHR34380"
"Sb03g029960","Sb03g029960","Sobic.003G243300","Sobic.003G243300","C5XFB1","PTHR33374"
"Sb03g030270","Sb03g030270","Sobic.003G246400","Sobic.003G246400","C5XFW9","PTHR24089"
"Sb03g030310","Sb03g030310","Sobic.003G246800","Sobic.003G246800","C5XFX3",""
"Sb03g030400","Sb03g030400","Sobic.003G247600","Sobic.003G247600","C5XFY1","PTHR27001"
"Sb03g030580","Sb03g030580","Sobic.003G249500","Sobic.003G249500","C5XFZ8","PTHR23130"
"Sb03g030630","Sb03g030630","Sobic.003G250000","Sobic.003G250000","C5XG03","PTHR31235"
"Sb03g030690","Sb03g030690","Sobic.003G250700","Sobic.003G250700","C5XG11","PTHR32077"
"Sb03g030740","Sb03g030740","Sobic.003G251700","Sobic.003G251700","C5XG18","PTHR31384"
"Sb03g030750","Sb03g030750","Sobic.003G251800","Sobic.003G251800","C5XG19","PTHR31079"
"Sb03g030950","Sb03g030950","Sobic.003G254300","Sobic.003G254300","C5XG44","PTHR10430"
"Sb03g031140","Sb03g031140","Sobic.003G256500","Sobic.003G256500","C5XGP8","PTHR22814"
"Sb03g031190","Sb03g031190","Sobic.003G257100","Sobic.003G257100","C5XGQ4","PTHR12357"
"Sb03g031230","Sb03g031230","Sobic.003G257900","Sobic.003G257900","C5XGR2","PTHR23130"
"Sb03g031480","Sb03g031480","Sobic.003G260700","Sobic.003G260700","C5XGT7","PTHR19321"
"Sb03g031580","Sb03g031580","Sobic.003G261800","null","C5XGU7","PTHR11562"
"Sb03g031730","Sb03g031730","Sobic.003G263900","Sobic.003G263900","C5XGW7","PTHR10994"
"Sb03g031940","Sb03g031940","Sobic.003G266500","Sobic.003G266500","C5XHH2","PTHR10108"
"Sb03g031950","Sb03g031950","Sobic.003G266600","Sobic.003G266600","C5XHH3","PTHR10108"
"Sb03g032160","Sb03g032160","Sobic.003G269100","Sobic.003G269100","C5XHJ8","PTHR33294"
"Sb03g032220","Sb03g032220","Sobic.003G269600","Sobic.003G269600","C5XHK4","PTHR24301"
"Sb03g032240","Sb03g032240","Sobic.003G269900","Sobic.003G269900","C5XHK7","PTHR10795"
"Sb03g032260","Sb03g032260","Sobic.003G270300","Sobic.003G270300","C5XHL0","PTHR10641"
"Sb03g032420","Sb03g032420","Sobic.003G272200","Sobic.003G272200","C5XHM5","PTHR11514"
"Sb03g032450","Sb03g032450","Sobic.003G272500","Sobic.003G272500","C5XHM7","PTHR10544"
"Sb03g032580","Sb03g032580","Sobic.003G273800","Sobic.003G273800","C5XHP0","PTHR32295"
"Sb03g032600","Sb03g032600","Sobic.003G274000","Sobic.003G274000","C5XI73","PTHR10641"
"Sb03g032660","Sb03g032660","Sobic.003G274700","Sobic.003G274700","C5XI80","PTHR31828"
"Sb03g032700","Sb03g032700","Sobic.003G275100","Sobic.003G275100","C5XI84","PTHR20921"
"Sb03g032710","Sb03g032710","Sobic.003G275200","Sobic.003G275200","C5XI85","PTHR10108"
"Sb03g032795","Sb03g032795","Sobic.003G275900","Sobic.003G275900","C5XI99","PTHR33120"
"Sb03g032810","Sb03g032810","Sobic.003G276100","Sobic.003G276100","C5XIA1","PTHR24073"
"Sb03g032840","Sb03g032840","Sobic.003G276500","Sobic.003G276500","C5XIA4","PTHR11743"
"Sb03g032900","Sb03g032900","Sobic.003G277200","Sobic.003G277200","null",""
"Sb03g032980","Sb03g032980","Sobic.003G277800","Sobic.003G277800","null",""
"Sb03g033050","Sb03g033050","Sobic.003G278700","Sobic.003G278700","C5XIC4","PTHR22814"
"Sb03g033080","Sb03g033080","Sobic.003G279100","Sobic.003G279100","C5XIC8","PTHR12386"
"Sb03g033380","Sb03g033380","Sobic.003G282400","Sobic.003G282400","C5XIF8","PTHR11945"
"Sb03g033390","Sb03g033390","Sobic.003G282500","Sobic.003G282500","C5XIF9","PTHR33210"
