GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:1902578	P	single-organism localization	20	982	336	15420	0.65	1	// Sobic.002G411500 // Sobic.009G006700 // Sobic.009G000200 // Sobic.003G307600 // Sobic.009G171000 // Sobic.001G098800 // Sobic.003G393500 // Sobic.003G413700 // Sobic.001G185500 // Sobic.004G250700 // Sobic.009G224800 // Sobic.003G305400 // Sobic.004G074500 // Sobic.009G191700 // Sobic.004G333900 // Sobic.010G197500 // Sobic.004G283500 // Sobic.002G349000 // Sobic.006G213500 // Sobic.010G044700 
GO:0008610	P	lipid biosynthetic process	5	982	204	15420	1	1	// Sobic.001G438100 // Sobic.009G243400 // Sobic.007G137600 // Sobic.009G236100 // Sobic.004G326900 
GO:0006996	P	organelle organization	14	982	228	15420	0.59	1	// Sobic.009G132400 // Sobic.006G165501 // Sobic.006G186700 // Sobic.010G021300 // Sobic.003G023400 // Sobic.001G034900 // Sobic.001G417600 // Sobic.002G315900 // Sobic.006G215800 // Sobic.001G367800 // Sobic.001G439700 // Sobic.007G121400 // Sobic.001G054800 // Sobic.009G015700 
GO:0044238	P	primary metabolic process	351	982	5300	15420	0.2	1	// Sobic.010G045700 // Sobic.006G142775 // Sobic.002G363400 // Sobic.005G049000 // Sobic.004G190800 // Sobic.002G314700 // Sobic.002G317500 // Sobic.006G107600 // Sobic.004G336500 // Sobic.006G218700 // Sobic.003G268900 // Sobic.004G164800 // Sobic.007G156400 // Sobic.007G126100 // Sobic.003G279500 // Sobic.007G101800 // Sobic.007G207600 // Sobic.006G267200 // Sobic.003G012900 // Sobic.007G188701 // Sobic.003G035500 // Sobic.010G016500 // Sobic.010G041400 // Sobic.001G071800 // Sobic.006G163900 // Sobic.004G031600 // Sobic.009G065000 // Sobic.003G081100 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G384100 // Sobic.001G098800 // Sobic.008G166050 // Sobic.002G041100 // Sobic.007G156700 // Sobic.001G383000 // Sobic.009G151600 // Sobic.002G250400 // Sobic.002G420700 // Sobic.002G187400 // Sobic.005G226000 // Sobic.001G447400 // Sobic.004G245100 // Sobic.002G302300 // Sobic.001G481600 // Sobic.004G016800 // Sobic.001G389000 // Sobic.004G169300 // Sobic.004G214300 // Sobic.006G228700 // Sobic.004G152000 // Sobic.006G158266 // Sobic.003G421500 // Sobic.006G140200 // Sobic.002G360701 // Sobic.003G445900 // Sobic.003G339500 // Sobic.002G355100 // Sobic.003G268700 // Sobic.001G520900 // Sobic.003G286700 // Sobic.005G175600 // Sobic.001G341300 // Sobic.002G328000 // Sobic.009G238600 // Sobic.003G194400 // Sobic.009G208000 // Sobic.002G147100 // Sobic.010G128900 // Sobic.003G295900 // Sobic.009G019200 // Sobic.001G030200 // Sobic.003G319300 // Sobic.003G303300 // Sobic.003G148600 // Sobic.005G084300 // Sobic.010G101600 // Sobic.003G254900 // Sobic.009G026500 // Sobic.010G279800 // Sobic.003G262600 // Sobic.004G146800 // Sobic.003G324500 // Sobic.006G214500 // Sobic.010G160700 // Sobic.004G055200 // Sobic.004G326900 // Sobic.002G415600 // Sobic.003G402100 // Sobic.010G275200 // Sobic.009G141500 // Sobic.003G097000 // Sobic.009G114000 // Sobic.004G300300 // Sobic.001G315600 // Sobic.008G107500 // Sobic.008G021800 // Sobic.004G233200 // Sobic.009G236100 // Sobic.004G251200 // Sobic.001G486000 // Sobic.006G218300 // Sobic.005G117400 // Sobic.004G065900 // Sobic.004G243000 // Sobic.005G132200 // Sobic.002G394400 // Sobic.002G247300 // Sobic.008G094700 // Sobic.003G130800 // Sobic.004G338200 // Sobic.010G052600 // Sobic.003G078100 // Sobic.004G295500 // Sobic.007G121400 // Sobic.001G428900 // Sobic.009G100500 // Sobic.007G038100 // Sobic.001G351200 // Sobic.003G268800 // Sobic.003G421700 // Sobic.002G184600 // Sobic.009G154600 // Sobic.001G074200 // Sobic.006G111400 // Sobic.009G030600 // Sobic.007G121300 // Sobic.001G269100 // Sobic.003G121400 // Sobic.003G145400 // Sobic.001G333500 // Sobic.003G188000 // Sobic.002G225300 // Sobic.003G334600 // Sobic.007G116950 // Sobic.001G429200 // Sobic.001G489300 // Sobic.006G128200 // Sobic.009G204601 // Sobic.009G071800 // Sobic.001G332900 // Sobic.003G379800 // Sobic.010G241500 // Sobic.009G238200 // Sobic.001G529700 // Sobic.001G280700 // Sobic.004G144500 // Sobic.007G109900 // Sobic.004G173500 // Sobic.009G105500 // Sobic.007G160600 // Sobic.009G209200 // Sobic.003G106600 // Sobic.003G377100 // Sobic.001G473700 // Sobic.009G142200 // Sobic.002G326500 // Sobic.004G234100 // Sobic.004G041600 // Sobic.006G245500 // Sobic.009G146000 // Sobic.006G206000 // Sobic.008G016200 // Sobic.001G445400 // Sobic.004G301800 // Sobic.007G209300 // Sobic.001G236200 // Sobic.007G118301 // Sobic.006G142850 // Sobic.001G425400 // Sobic.004G138400 // Sobic.001G391300 // Sobic.006G162800 // Sobic.002G177600 // Sobic.006G192200 // Sobic.003G395400 // Sobic.001G044300 // Sobic.005G051200 // Sobic.006G130000 // Sobic.001G498000 // Sobic.002G354600 // Sobic.001G344500 // Sobic.002G152200 // Sobic.001G466900 // Sobic.003G290100 // Sobic.003G289100 // Sobic.003G333300 // Sobic.005G012200 // Sobic.007G200200 // Sobic.007G176900 // Sobic.006G122600 // Sobic.009G026900 // Sobic.009G242800 // Sobic.009G230000 // Sobic.002G299000 // Sobic.002G327700 // Sobic.001G406300 // Sobic.002G194700 // Sobic.001G226600 // Sobic.006G149600 // Sobic.003G000600 // Sobic.002G327900 // Sobic.003G062200 // Sobic.003G410500 // Sobic.005G144300 // Sobic.002G212200 // Sobic.001G314900 // Sobic.006G120301 // Sobic.004G157300 // Sobic.006G054800 // Sobic.003G296700 // Sobic.010G215100 // Sobic.008G033600 // Sobic.009G198900 // Sobic.001G206300 // Sobic.003G335000 // Sobic.010G072300 // Sobic.004G065200 // Sobic.002G326200 // Sobic.005G099000 // Sobic.003G354000 // Sobic.001G075900 // Sobic.010G120800 // Sobic.006G030800 // Sobic.003G242200 // Sobic.005G064600 // Sobic.002G224400 // Sobic.004G325900 // Sobic.004G076100 // Sobic.010G112200 // Sobic.004G281300 // Sobic.004G101400 // Sobic.003G302466 // Sobic.010G007500 // Sobic.002G281700 // Sobic.003G188100 // Sobic.004G088200 // Sobic.007G038200 // Sobic.001G040200 // Sobic.009G184400 // Sobic.004G037800 // Sobic.001G005500 // Sobic.007G083300 // Sobic.002G373300 // Sobic.002G081300 // Sobic.002G188700 // Sobic.009G174500 // Sobic.003G251000 // Sobic.010G167900 // Sobic.005G210000 // Sobic.001G109400 // Sobic.003G422000 // Sobic.004G191700 // Sobic.009G203600 // Sobic.006G170100 // Sobic.001G064700 // Sobic.006G158200 // Sobic.003G379700 // Sobic.002G245900 // Sobic.003G263400 // Sobic.009G069800 // Sobic.002G262600 // Sobic.007G061100 // Sobic.005G055900 // Sobic.007G156500 // Sobic.001G508800 // Sobic.006G138500 // Sobic.004G014000 // Sobic.008G065200 // Sobic.004G176600 // Sobic.003G265200 // Sobic.002G328500 // Sobic.005G102800 // Sobic.009G166400 // Sobic.010G218500 // Sobic.009G237600 // Sobic.001G423400 // Sobic.010G105800 // Sobic.009G222100 // Sobic.004G146000 // Sobic.003G296000 // Sobic.001G438100 // Sobic.002G026300 // Sobic.003G341100 // Sobic.001G353300 // Sobic.001G451500 // Sobic.010G245100 // Sobic.006G058732 // Sobic.001G424400 // Sobic.002G041200 // Sobic.009G238500 // Sobic.006G249400 // Sobic.001G392500 // Sobic.003G393900 // Sobic.009G111200 // Sobic.010G102000 // Sobic.005G224500 // Sobic.004G244600 // Sobic.004G331700 // Sobic.003G336000 // Sobic.001G014200 // Sobic.003G248400 // Sobic.005G098700 // Sobic.007G162700 // Sobic.003G291600 // Sobic.009G230100 // Sobic.006G167800 // Sobic.010G246600 // Sobic.006G030700 // Sobic.009G243400 // Sobic.009G221400 // Sobic.003G335100 // Sobic.001G125100 // Sobic.004G162400 // Sobic.007G180300 // Sobic.004G166400 // Sobic.007G137600 // Sobic.009G028300 // Sobic.003G369100 // Sobic.003G015800 // Sobic.004G190900 // Sobic.001G073800 // Sobic.005G018500 // Sobic.003G324400 // Sobic.002G055600 // Sobic.010G221800 // Sobic.009G247300 // Sobic.007G181500 // Sobic.002G289900 // Sobic.005G041000 // Sobic.002G350800 // Sobic.002G055700 // Sobic.010G265800 // Sobic.005G034400 // Sobic.003G081700 // Sobic.009G217600 // Sobic.009G213000 // Sobic.007G130100 // Sobic.010G001600 // Sobic.009G204300 // Sobic.003G363400 // Sobic.001G441100 // Sobic.001G020500 // Sobic.001G280200 // Sobic.005G087666 // Sobic.003G298600 // Sobic.004G169900 // Sobic.002G424800 // Sobic.005G228900 // Sobic.004G201600 // Sobic.009G204900 
GO:0051276	P	chromosome organization	5	982	105	15420	0.8	1	// Sobic.006G165501 // Sobic.007G121400 // Sobic.006G186700 // Sobic.010G021300 // Sobic.001G054800 
GO:0048856	P	anatomical structure development	7	982	102	15420	0.48	1	// Sobic.010G215100 // Sobic.007G088300 // Sobic.004G214300 // Sobic.010G133000 // Sobic.006G245500 // Sobic.002G151200 // Sobic.010G007800 
GO:0044085	P	cellular component biogenesis	7	982	177	15420	0.93	1	// Sobic.006G165501 // Sobic.006G186700 // Sobic.003G343400 // Sobic.010G021300 // Sobic.001G054800 // Sobic.002G315900 // Sobic.004G125100 
GO:0015031	P	protein transport	6	982	172	15420	0.96	1	// Sobic.002G147100 // Sobic.009G172400 // Sobic.002G114900 // Sobic.009G191700 // Sobic.002G143700 // Sobic.004G247200 
GO:0098655	P	cation transmembrane transport	7	982	91	15420	0.37	1	// Sobic.002G411500 // Sobic.009G006700 // Sobic.001G098800 // Sobic.004G250700 // Sobic.006G213500 // Sobic.010G197500 // Sobic.003G413700 
GO:0044249	P	cellular biosynthetic process	138	982	2124	15420	0.42	1	// Sobic.010G045700 // Sobic.003G333300 // Sobic.005G049000 // Sobic.010G218500 // Sobic.004G190800 // Sobic.009G237600 // Sobic.009G141500 // Sobic.006G107600 // Sobic.004G336500 // Sobic.004G300300 // Sobic.004G164800 // Sobic.001G423400 // Sobic.008G107500 // Sobic.009G230000 // Sobic.007G126100 // Sobic.003G279500 // Sobic.008G021800 // Sobic.003G296000 // Sobic.004G233200 // Sobic.001G438100 // Sobic.009G236100 // Sobic.004G251200 // Sobic.001G486000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.001G353300 // Sobic.001G451500 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.002G184600 // Sobic.004G065900 // Sobic.003G062200 // Sobic.010G016500 // Sobic.002G394400 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.004G031600 // Sobic.006G120301 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.009G198900 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.006G249400 // Sobic.001G392500 // Sobic.001G098800 // Sobic.006G162800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.006G210800 // Sobic.009G151600 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G325900 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.003G343400 // Sobic.001G389000 // Sobic.004G101400 // Sobic.003G302466 // Sobic.009G238200 // Sobic.004G088200 // Sobic.009G111200 // Sobic.007G156700 // Sobic.004G152000 // Sobic.001G040200 // Sobic.009G184400 // Sobic.006G167800 // Sobic.002G420700 // Sobic.001G383000 // Sobic.006G140200 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.003G258800 // Sobic.003G145400 // Sobic.002G081300 // Sobic.009G114500 // Sobic.006G058732 // Sobic.004G037800 // Sobic.009G209200 // Sobic.009G028300 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.010G052600 // Sobic.003G078100 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.009G166400 // Sobic.003G194400 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.009G146000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.007G227000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.003G151600 // Sobic.003G395400 // Sobic.003G363400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.002G194700 // Sobic.004G201600 // Sobic.002G354600 
GO:0003700	F	transcription factor activity, sequence-specific DNA binding	69	982	519	15420	5.7e-08	1.9e-05	// Sobic.010G016500 // Sobic.010G045700 // Sobic.007G181500 // Sobic.002G247300 // Sobic.009G208000 // Sobic.005G051200 // Sobic.006G163900 // Sobic.001G481600 // Sobic.009G247300 // Sobic.006G170100 // Sobic.006G206000 // Sobic.001G389000 // Sobic.010G052600 // Sobic.003G078100 // Sobic.003G341100 // Sobic.003G295900 // Sobic.004G214300 // Sobic.004G295500 // Sobic.009G238200 // Sobic.010G218500 // Sobic.006G167800 // Sobic.009G237600 // Sobic.009G141500 // Sobic.010G215100 // Sobic.001G075900 // Sobic.009G100500 // Sobic.009G238500 // Sobic.003G369100 // Sobic.007G118301 // Sobic.009G184400 // Sobic.002G081300 // Sobic.003G148600 // Sobic.002G225700 // Sobic.006G240500 // Sobic.007G162700 // Sobic.009G028300 // Sobic.009G221400 // Sobic.004G138400 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.001G044300 // Sobic.001G423400 // Sobic.007G061100 // Sobic.008G107500 // Sobic.004G300300 // Sobic.003G000600 // Sobic.009G111200 // Sobic.006G058732 // Sobic.003G324400 // Sobic.006G162800 // Sobic.004G233200 // Sobic.003G363400 // Sobic.007G156700 // Sobic.003G286700 // Sobic.001G486000 // Sobic.009G151600 // Sobic.001G447400 // Sobic.007G188701 // Sobic.004G101400 // Sobic.002G225300 // Sobic.005G117400 // Sobic.003G324500 // Sobic.003G248400 // Sobic.003G265200 // Sobic.004G041600 // Sobic.006G245500 // Sobic.004G065900 // Sobic.003G194400 
GO:0001071	F	nucleic acid binding transcription factor activity	69	982	519	15420	5.7e-08	1.9e-05	// Sobic.010G016500 // Sobic.010G045700 // Sobic.007G181500 // Sobic.002G247300 // Sobic.009G208000 // Sobic.005G051200 // Sobic.006G163900 // Sobic.001G481600 // Sobic.009G247300 // Sobic.006G170100 // Sobic.006G206000 // Sobic.001G389000 // Sobic.010G052600 // Sobic.003G078100 // Sobic.003G341100 // Sobic.003G295900 // Sobic.004G214300 // Sobic.004G295500 // Sobic.009G238200 // Sobic.010G218500 // Sobic.006G167800 // Sobic.009G237600 // Sobic.009G141500 // Sobic.010G215100 // Sobic.001G075900 // Sobic.009G100500 // Sobic.009G238500 // Sobic.003G369100 // Sobic.007G118301 // Sobic.009G184400 // Sobic.002G081300 // Sobic.003G148600 // Sobic.002G225700 // Sobic.006G240500 // Sobic.007G162700 // Sobic.009G028300 // Sobic.009G221400 // Sobic.004G138400 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.001G044300 // Sobic.001G423400 // Sobic.007G061100 // Sobic.008G107500 // Sobic.004G300300 // Sobic.003G000600 // Sobic.009G111200 // Sobic.006G058732 // Sobic.003G324400 // Sobic.006G162800 // Sobic.004G233200 // Sobic.003G363400 // Sobic.007G156700 // Sobic.003G286700 // Sobic.001G486000 // Sobic.009G151600 // Sobic.001G447400 // Sobic.007G188701 // Sobic.004G101400 // Sobic.002G225300 // Sobic.005G117400 // Sobic.003G324500 // Sobic.003G248400 // Sobic.003G265200 // Sobic.004G041600 // Sobic.006G245500 // Sobic.004G065900 // Sobic.003G194400 
GO:0043565	F	sequence-specific DNA binding	39	982	287	15420	2.9e-05	0.0064	// Sobic.009G247300 // Sobic.010G045700 // Sobic.002G247300 // Sobic.009G208000 // Sobic.010G178500 // Sobic.006G163900 // Sobic.006G206000 // Sobic.001G389000 // Sobic.004G101400 // Sobic.003G302466 // Sobic.003G295900 // Sobic.009G238200 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G100500 // Sobic.007G118301 // Sobic.003G000600 // Sobic.004G300300 // Sobic.004G138400 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G061100 // Sobic.008G107500 // Sobic.009G230000 // Sobic.006G162800 // Sobic.003G363400 // Sobic.001G075900 // Sobic.003G286700 // Sobic.003G145400 // Sobic.001G044300 // Sobic.003G341100 // Sobic.002G225300 // Sobic.005G117400 // Sobic.003G248400 // Sobic.003G062200 // Sobic.004G041600 // Sobic.001G447400 // Sobic.004G065900 // Sobic.003G194400 
GO:0045735	F	nutrient reservoir activity	9	982	30	15420	0.0004	0.066	// Sobic.001G469300 // Sobic.001G144900 // Sobic.005G184800 // Sobic.005G192801 // Sobic.005G184500 // Sobic.005G192700 // Sobic.005G184400 // Sobic.005G193000 // Sobic.005G184700 
GO:0019200	F	carbohydrate kinase activity	8	982	26	15420	0.00072	0.097	// Sobic.010G041400 // Sobic.007G101800 // Sobic.009G204601 // Sobic.009G071800 // Sobic.002G026300 // Sobic.010G101600 // Sobic.009G069800 // Sobic.003G035500 
GO:0008061	F	chitin binding	5	982	11	15420	0.0019	0.15	// Sobic.006G132300 // Sobic.006G132200 // Sobic.K029900 // Sobic.006G132400 // Sobic.010G273600 
GO:0030170	F	pyridoxal phosphate binding	12	982	67	15420	0.0025	0.15	// Sobic.010G224000 // Sobic.002G041200 // Sobic.004G331700 // Sobic.002G211300 // Sobic.003G303300 // Sobic.001G443800 // Sobic.007G152800 // Sobic.001G215300 // Sobic.006G187900 // Sobic.006G096500 // Sobic.001G260800 // Sobic.002G041100 
GO:0003872	F	6-phosphofructokinase activity	6	982	17	15420	0.0019	0.15	// Sobic.010G041400 // Sobic.007G101800 // Sobic.009G204601 // Sobic.009G071800 // Sobic.002G026300 // Sobic.010G101600 
GO:0004568	F	chitinase activity	6	982	18	15420	0.0024	0.15	// Sobic.006G132100 // Sobic.006G132400 // Sobic.006G132300 // Sobic.006G132200 // Sobic.K029900 // Sobic.010G273600 
GO:0016701	F	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	9	982	40	15420	0.0022	0.15	// Sobic.001G504900 // Sobic.009G255500 // Sobic.001G048400 // Sobic.001G149800 // Sobic.008G177800 // Sobic.003G037600 // Sobic.010G001600 // Sobic.004G053700 // Sobic.002G234100 
GO:0051213	F	dioxygenase activity	8	982	32	15420	0.0022	0.15	// Sobic.009G255500 // Sobic.010G248301 // Sobic.001G149800 // Sobic.008G177800 // Sobic.003G037600 // Sobic.010G001600 // Sobic.004G053700 // Sobic.002G234100 
GO:0008443	F	phosphofructokinase activity	6	982	19	15420	0.003	0.17	// Sobic.010G041400 // Sobic.007G101800 // Sobic.009G204601 // Sobic.009G071800 // Sobic.002G026300 // Sobic.010G101600 
GO:0003677	F	DNA binding	94	982	1112	15420	0.0047	0.22	// Sobic.010G045700 // Sobic.006G142775 // Sobic.001G054800 // Sobic.003G333300 // Sobic.005G049000 // Sobic.010G218500 // Sobic.009G237600 // Sobic.004G300300 // Sobic.003G275400 // Sobic.001G423400 // Sobic.003G073700 // Sobic.008G107500 // Sobic.009G230000 // Sobic.007G212200 // Sobic.003G377300 // Sobic.008G021800 // Sobic.009G142200 // Sobic.006G165501 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.004G065900 // Sobic.003G062200 // Sobic.002G394400 // Sobic.002G247300 // Sobic.010G178500 // Sobic.006G163900 // Sobic.008G094700 // Sobic.001G314900 // Sobic.010G275200 // Sobic.004G190900 // Sobic.001G495700 // Sobic.009G100500 // Sobic.001G206300 // Sobic.002G245800 // Sobic.004G041600 // Sobic.002G353800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.003G145400 // Sobic.003G281300 // Sobic.007G146900 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G363400 // Sobic.001G447400 // Sobic.004G176600 // Sobic.001G389000 // Sobic.004G101400 // Sobic.003G302466 // Sobic.009G238200 // Sobic.007G207000 // Sobic.004G152000 // Sobic.001G040200 // Sobic.009G221400 // Sobic.002G420700 // Sobic.008G175800 // Sobic.004G037800 // Sobic.007G180300 // Sobic.007G109900 // Sobic.010G183400 // Sobic.003G286700 // Sobic.006G186700 // Sobic.003G078100 // Sobic.005G018500 // Sobic.006G162800 // Sobic.009G166400 // Sobic.003G194400 // Sobic.009G247300 // Sobic.002G161600 // Sobic.004G191700 // Sobic.009G208000 // Sobic.003G379900 // Sobic.006G206000 // Sobic.003G295900 // Sobic.009G251300 // Sobic.006G120301 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G248400 // Sobic.010G021300 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.005G041000 // Sobic.001G044300 // Sobic.003G298600 // Sobic.004G164500 // Sobic.004G201600 // Sobic.002G354600 
GO:0043168	F	anion binding	14	982	93	15420	0.0046	0.22	// Sobic.010G224000 // Sobic.002G041200 // Sobic.004G331700 // Sobic.002G211300 // Sobic.003G303300 // Sobic.001G173900 // Sobic.001G443800 // Sobic.001G338500 // Sobic.007G152800 // Sobic.001G215300 // Sobic.006G187900 // Sobic.006G096500 // Sobic.001G260800 // Sobic.002G041100 
GO:0016702	F	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	7	982	30	15420	0.0057	0.26	// Sobic.009G255500 // Sobic.001G149800 // Sobic.008G177800 // Sobic.003G037600 // Sobic.010G001600 // Sobic.004G053700 // Sobic.002G234100 
GO:0016301	F	kinase activity	106	982	1343	15420	0.017	0.7	// Sobic.002G152200 // Sobic.002G328500 // Sobic.004G055200 // Sobic.002G363400 // Sobic.003G402100 // Sobic.003G296700 // Sobic.005G012200 // Sobic.007G200200 // Sobic.002G314700 // Sobic.006G218700 // Sobic.003G268900 // Sobic.002G299000 // Sobic.009G026900 // Sobic.009G242800 // Sobic.009G222100 // Sobic.007G101800 // Sobic.004G014000 // Sobic.009G071800 // Sobic.004G281300 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.010G245100 // Sobic.006G158200 // Sobic.003G035500 // Sobic.010G041400 // Sobic.004G338200 // Sobic.010G007500 // Sobic.009G230100 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.003G335000 // Sobic.001G326900 // Sobic.003G097000 // Sobic.001G074200 // Sobic.002G326200 // Sobic.006G111400 // Sobic.009G030600 // Sobic.010G120800 // Sobic.005G175600 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G489300 // Sobic.004G076100 // Sobic.006G128200 // Sobic.007G194700 // Sobic.009G204601 // Sobic.004G016800 // Sobic.001G332900 // Sobic.002G026300 // Sobic.010G241500 // Sobic.006G251500 // Sobic.006G228700 // Sobic.003G188100 // Sobic.006G030700 // Sobic.007G038200 // Sobic.003G335100 // Sobic.006G158266 // Sobic.004G173500 // Sobic.009G105500 // Sobic.003G445900 // Sobic.007G160600 // Sobic.009G174500 // Sobic.002G355100 // Sobic.003G268700 // Sobic.001G520900 // Sobic.003G251000 // Sobic.003G188000 // Sobic.002G326500 // Sobic.001G073800 // Sobic.002G328000 // Sobic.002G187400 // Sobic.010G221800 // Sobic.008G016200 // Sobic.001G445400 // Sobic.009G019200 // Sobic.009G203600 // Sobic.001G064700 // Sobic.001G236200 // Sobic.005G055900 // Sobic.003G291600 // Sobic.002G289900 // Sobic.003G319300 // Sobic.002G350800 // Sobic.002G245900 // Sobic.010G101600 // Sobic.010G265800 // Sobic.003G263400 // Sobic.009G069800 // Sobic.002G262600 // Sobic.002G177600 // Sobic.003G081700 // Sobic.009G217600 // Sobic.010G279800 // Sobic.003G262600 // Sobic.006G138500 // Sobic.009G204300 // Sobic.001G020500 // Sobic.008G065200 // Sobic.006G130000 // Sobic.002G424800 // Sobic.001G498000 // Sobic.009G204900 
GO:0016773	F	phosphotransferase activity, alcohol group as acceptor	105	982	1341	15420	0.021	0.82	// Sobic.002G152200 // Sobic.002G328500 // Sobic.002G363400 // Sobic.003G402100 // Sobic.003G296700 // Sobic.005G012200 // Sobic.007G200200 // Sobic.002G314700 // Sobic.006G218700 // Sobic.003G268900 // Sobic.002G299000 // Sobic.009G026900 // Sobic.009G242800 // Sobic.009G222100 // Sobic.007G101800 // Sobic.004G014000 // Sobic.009G071800 // Sobic.004G281300 // Sobic.006G267200 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.010G245100 // Sobic.006G158200 // Sobic.003G035500 // Sobic.010G041400 // Sobic.003G130800 // Sobic.004G338200 // Sobic.009G230100 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.003G335000 // Sobic.003G097000 // Sobic.001G074200 // Sobic.002G326200 // Sobic.006G111400 // Sobic.009G030600 // Sobic.010G120800 // Sobic.005G175600 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G489300 // Sobic.004G076100 // Sobic.006G128200 // Sobic.009G204601 // Sobic.004G016800 // Sobic.001G332900 // Sobic.002G026300 // Sobic.010G241500 // Sobic.006G251500 // Sobic.006G228700 // Sobic.003G188100 // Sobic.006G030700 // Sobic.007G038200 // Sobic.003G335100 // Sobic.006G158266 // Sobic.005G034400 // Sobic.004G173500 // Sobic.009G105500 // Sobic.003G445900 // Sobic.007G160600 // Sobic.009G174500 // Sobic.002G355100 // Sobic.003G268700 // Sobic.001G520900 // Sobic.003G251000 // Sobic.003G188000 // Sobic.002G326500 // Sobic.001G073800 // Sobic.008G033600 // Sobic.002G328000 // Sobic.002G187400 // Sobic.008G016200 // Sobic.001G445400 // Sobic.009G019200 // Sobic.009G203600 // Sobic.001G064700 // Sobic.001G236200 // Sobic.005G055900 // Sobic.003G291600 // Sobic.002G289900 // Sobic.003G319300 // Sobic.002G350800 // Sobic.002G245900 // Sobic.010G101600 // Sobic.010G265800 // Sobic.003G263400 // Sobic.009G069800 // Sobic.002G262600 // Sobic.002G177600 // Sobic.003G081700 // Sobic.009G217600 // Sobic.010G279800 // Sobic.003G262600 // Sobic.006G138500 // Sobic.009G204300 // Sobic.001G020500 // Sobic.008G065200 // Sobic.006G130000 // Sobic.002G424800 // Sobic.001G498000 // Sobic.009G204900 
GO:0004722	F	protein serine/threonine phosphatase activity	11	982	82	15420	0.023	0.85	// Sobic.009G213000 // Sobic.001G406300 // Sobic.005G087666 // Sobic.002G317500 // Sobic.003G242200 // Sobic.004G065200 // Sobic.001G424400 // Sobic.006G192200 // Sobic.003G354000 // Sobic.002G360701 // Sobic.009G238600 
